2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023;2023
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;12;12;12;12;12;12;12;12
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;1;2;3;4;5;6;7;8
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.9;0;0.2;28.7;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;2.1;0.6;0;0;0;0;0;0;0;0;0;2.1;0;0;0;0;0;0;0;0;12.8;8.5;0;12.6;0;0;0;0;0.2;0;0;0;0;0;0;6.1;11.1;0;0;0;4.1;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;23.8;0;0;1.6;0;0;0;0;0;11.3;0.1;0;21.4;6.6;16.3;2.2;6.7;0;0;0;0;0;0;0;0;4;27.8;0.3;0;0.7;0;5.3;0;0;0.8;0.3;0;73.6;0;19.2;48.7;0;0;2.7;19.6;8.1;34.1;0.7;4.1;0;3.2;0;28.9;13.5;13.8;13.5;0.2;0;5.2;0;0.6;3.2;1;13.2;29.3;17.8;0.8;7.5;4.8;11.2;46.2;2;0.1;7.1;0;1.1;16.5;0;0;0;8.5;0.4;0;0;21.2;0;15.1;0;3.3;11.5;2.8;24.5;23.7;1.8;16.9;5;67.4;97.6;60.5;71.4;67;190.4;16.2;37.4;26.8;0.2;13.9;0;124.9;0.1;10.3;0.6;24.8;49.1;0.1;13.1;2.3;99.3;8.4;0.6;36.8;1.8;9.7;0;0;0;0;0.8;0;0;0;0.1;0;0;40.9;65.5;9.3;1.8;0;0;0;0;44.1;0;0.2;7.4;0;50.4;0;0;0.4;1.2;0.1;0.2;0;1.3;0;3.5;1.9;23.6;4.7;0;0;0;0;0;0.4;10.2;0.1;0;0;0;0;0;0;0;0;0;0;0;0;45.2;0.1;0;0;0.1;0;0;0;0;7.8;9.6;11.1;0;0;0;0.2;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;5.2;0;0;0
1.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.9;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;12.7;0;18.8;21.2;0;0;0;0;0;0;0;0;0;3.1;0;0;0;0;2.8;4.3;0;0;1.5;0;0;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0.1;8.5;3.7;0;24.1;0;0;0;0;0;0;0;0;0;0;0;1.4;8.6;0;0;0;0.8;0.6;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;9.2;12.8;0.1;3.6;22.6;0;0;3.7;0;0;0;0;0;29.8;0.6;0;87.3;9;26.5;4.3;10;0;0;0;0;0;0;0;0;38.4;2.2;6.1;7;4.4;0;22.2;0;0;24.8;0;1.3;77.2;0;20.2;119.2;0;9.9;2.8;5.7;37.4;11.6;6.4;35.9;47;7.7;63.7;22.9;11.3;19;88.7;0;0;1.2;1.9;0;0.8;1.8;0.2;15.5;16.8;4.9;1.1;2.4;9.1;33.7;2.9;1.2;15.5;3.4;8.7;23.7;0;0;0;17.2;13.1;0;0;132.9;0.3;12.1;0;0.2;58.8;0.2;20.6;38.6;9.2;34;19;19.6;145.3;12.8;40.3;52.4;28.7;17.2;48.1;27;2.9;41.2;0;66.5;0.1;4.5;0;24.3;28.3;0;10.5;1;25.2;45;7.8;18.7;0;0;0;0;0;4.2;0.5;0;0;0;8.6;0;0;28.2;4.9;34.3;1.7;0;0;0;1.5;38.6;2;0;84.4;0;6.8;13.9;0.4;0;2.7;0;0;0.2;13.7;0.4;0;0;39.6;0.4;0;1.3;0;0;0;0;15.6;8.4;0;0;0;0;0;0;0;0;0;0;0;0;12.9;1.6;0;0;0;0;0;0;0;1.9;21.4;37.8;0;0;0;0;0.1;0.4;0.1;0.8;0;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0.1;0.4;1;7.7;6.3;0.1;0.8;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.6;0;17.2;2.9;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;4.1;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;12.3;3.1;0;13.9;0;0;0;0;0;0;0;0;0;0;0;3.5;12.3;0;0;0;0.8;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;1.6;9.6;3.6;12.7;39.1;0;0;1.7;0;0;0;0;0;11.5;0.3;0;39;4.7;19.6;11.6;14.9;0;0;0;0;0;0;0;0;30.7;1.5;1.2;4.7;0;0;1.2;0;0.1;15.7;1.4;8.6;3.7;0.5;18.4;31.2;0;0;2.9;18.8;36.2;35.1;10.2;36.6;5;0;73.4;15.9;1.3;23.5;78.9;0;0;0;18.2;0.5;3.6;7.7;1.4;34;11.6;4.1;11.7;14.2;5.9;6.4;0.5;0;5.4;0.1;0.2;10.3;0;0;0;16.2;1.3;2.4;0;10.5;4.3;0;0;0;66.2;0;0.5;14.1;20.1;22.5;4.9;53.6;51.1;24.3;77.9;27.1;33.6;10.9;2.1;11.5;0.7;21.6;0;1.1;0;16.6;0.1;6.7;41.2;0;9.8;28.5;33.5;2.3;2.3;34;0;0;0;0;0;0;0.5;1.4;0;0;0;5.1;0;0;3.1;27.8;0.7;0;0;0.4;0;68;0;34.7;7.6;0;14.1;0;2.7;0.7;11.4;4;0;21.8;0;0;0;0.2;8.2;3;0.4;0;0;0;0;0;4.2;4.6;0;0;0;0;0;0;0;0;0;0;0;0;14.3;7.5;3.4;0;0;0;0;0;0;38.1;47.9;48.2;0.2;8.2;0;12.1;6.1;0.2;0;0;0;0;3.1;0;0;0;0;0;0;0;0;0;0;0;0.5;0;2.5;0;3.1;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.1;1.6;19.8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;2.7;0;0;0;0.1;0;0;0;0;0;0;0;0;35;4.8;0;0;24.1;0.1;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.5;0;2.6;10.2;15.9;66.4;30.9;0;0;0.7;0;0;0;0;0;0.7;0.1;9.8;0;2.2;7.8;2.2;0.1;0;0;0;0;0;0;0;0;11.5;19.9;0;0;0;0;0;0;21.7;24.4;9.8;0.2;10;0;21.3;35;0;0;0;10.5;33;34.9;2.5;0.1;0;21.9;0;28.2;8.2;13.1;73.3;0;0;15.2;10.5;0;0;0;8.7;1.5;0.7;0.6;0.7;0.8;2.7;7.8;0;2.1;40;1.8;0.8;54.6;0;0;0.8;21.4;4.8;0;0;0.8;0.1;0;0;0.4;33.4;0.5;0.1;6.8;9.6;4.3;17.8;32.1;137.4;108.6;47.9;112.1;4.8;0.5;34.4;24.4;1;29.4;12.4;2.8;0.4;8.8;0;13.3;0.2;0;8.7;1.7;1.6;0.2;9.3;7.3;0;0;0;0;0;0;4;0;0;0;17.4;0;11.6;0;38.1;13.9;0;0.1;0;0;0;1.3;0;0;0.1;0;0;0;0.8;2.3;12.7;0.4;0;0.2;6.6;0;0;0;10.8;37.6;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;13.3;0.1;0;0;0;0;0;0;0;24.6;1.8;0.1;0;0;0;0.1;0;0;0;0;0;0.4;0;0;0;0;0;0;0.1;0;0;0;0;0;0.2;0;0;1.2;6.8;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;5.1;9.5;0.7;0;0;0;0;0;0;0;0;0;3.9;0;0;0;0;2.6;0.5;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;4.8;0;1.8;0;0;0;0;0.1;0;0.5;0;0;0;0;0;4.1;0.7;0;0;14;0.3;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;25.6;0;9.8;30;0;0;0;0;0;0;0;0;5;0.4;0;45.9;4.5;15.5;7.8;4.8;0;0;0;0;0;0;0;0;24.4;7.3;0;0;0;0;0;0;0;7.8;0.4;6.2;7.6;0;14.8;109.9;0;0;1.2;11;48.9;19.5;18.7;13.3;1.4;3.9;33.7;29.1;54;7;16;1.3;0;0.1;1.2;0;0;0;0.2;9.7;18.3;14.5;10.6;38.8;30.9;36.2;11.5;16.6;4.3;3.5;3;29.7;0;0;0;6.8;27.8;0;0;12.7;0;0;0;27.4;14.7;5.1;0.2;30.6;3.6;39.1;11.1;13.4;116.4;33.9;38;65;13.1;4.8;21.3;41.7;2.7;3.7;0;30.1;6;0.4;0.5;26.2;21.8;0.1;30.4;4.2;19.3;4.4;0;55.2;11.2;0;0;0;0;3.8;1.3;0;0;0;0;14.3;4.6;0;3.7;56.7;0.3;0;0;0;0;9;0;0.3;4.1;0;0;0;0;0;9;0;0;0.2;3.8;0;0;1.7;8.1;0.7;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;6.9;2.2;0;0;0;0;0;0;0;2.1;59.5;48.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;2.7;14;0.1;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;1.6;0;18.4;0.2;0;0;0;2.9;0;0;0;0;0;11;5.2;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;15.6;21.5;0;14;26.7;0.2;0;0;0;0;0;0;7.2;0;12.5;7.5;3.4;2;19.7;2.9;0.1;0;0;0;0;0;0;0;0;0;21.8;0;4.9;0;0;0;0;0;43;24;0.2;0;0;32;52.4;0;0.1;9;6.7;32.6;1.9;0;0;0;9.2;0.5;19.6;0.9;15.1;47.6;61.2;0;0;0.2;0;0;0;2.2;12.9;1.9;11.8;0.1;0;5.4;11.5;0;0.5;26.3;35.6;0.1;32.7;0;0;0;9.4;16.1;1.6;0;0;0;0;0;9.7;12.6;8.1;28;31.4;18.1;19.9;49.9;14.2;51.4;29.7;11.5;22.9;1.6;0;7.8;9.2;0;1.6;27.7;9.6;7.9;0;0;16.1;0;0;5.8;6.8;43.5;2.9;0.8;42.6;0;0;0;0;0;0;0;0;0;0;0;1;4.4;0;4.6;28.8;0.4;0.3;0;0;0;4.9;0;0;0;0;0;0;0;2.8;5.8;0;0.5;5.5;5.7;0;0;0;0;33.8;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0.1;0;16;0;0;0;0;0;0;0;0;9.7;14.2;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;0;0;0
1;0;0.3;0.7;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.7;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0.3;0;0.3;0;0;0;0;0;0;0;1;0;0.1;0;0;0.2;0;0;0.3;0;0;0;6.9;0;7;0;0;1.7;0.1;5.8;0;0;0.4;0.1;0;22;7;0;0;0;0.3;0.5;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7;0;8.7;16.3;0;16.1;50.6;0.2;0.4;0;0;0;0;0;6.9;0;12.4;7.4;0.4;3;15.4;2.6;0.1;0;0;0;0;0;0;0;0;0;10.5;0;7.9;0;0;0;0;12.3;72.6;20.9;36.8;0.1;1.9;0.6;97;39.8;0.1;10.9;21.7;33.7;1.7;0;0.3;0.9;9.4;0.6;7;1.7;8.1;25.9;53;0;1;5.9;1.1;0;0;23.3;6.3;1.7;2.8;0.2;0;7.5;10.8;0;8.1;24.1;48.4;0;23;0;0;0;12.1;38.4;0.5;0.2;8.4;1.1;0;0;17;15;36.3;7.1;21.8;11.2;18.3;33.2;7;43.2;24.4;33.7;30.8;3.6;0.1;9.9;9.7;1.2;0.2;62.7;9.5;1;0;0;16.5;0.4;0;1.6;1.4;15.5;2.4;0;14.9;0;0;0;0;0;0;0.7;0;0;0;0.1;5.6;15.2;0.2;7.1;56;0.1;2.6;0;0;0;5.9;0;0.9;16;2.5;0;0;0.1;8.1;9.8;2.1;2.7;13.7;6.7;0.1;0;0;0.3;24.1;0;0.3;0;0;0;0;0.8;1.3;0;0;0;0;0;0;0;0;0;0;0;5.4;0.6;4.8;0;0;0;0;0;0;0;0;8.6;1.5;0;0;0;0;1.1;0.2;0;2.1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;2.5;0.1;0;0;3.7;0.3;0;0
