,Date,y Muong Te,y Sin Ho,y Tam Duong,y Than Uyen,y Muong Lay(Lai Chau),y Tuan Giao,y Pha Din,y Dien Bien,y Phieng Lanh,y Son La,y Song Ma,y Co Noi,y Yen Chau,y Bac Yen,y Phu Yen,y Moc Chau,y_mean
11,1980-01-12,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.018750000000000003
12,1980-01-13,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.025
13,1980-01-14,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0875
14,1980-01-15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.2,0.09375
15,1980-01-16,0.1,0.2,1.4,2.7,4.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
16,1980-01-17,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.049999999999999996
17,1980-01-18,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0375
18,1980-01-19,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.04375
19,1980-01-20,0.0,0.4,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04375
20,1980-01-21,0.0,0.0,1.5,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4375
21,1980-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.04375
22,1980-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.01875
23,1980-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1980-01-25,0.0,0.0,0.0,0.0,1.4,0.0,0.1,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45625
25,1980-01-26,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125
26,1980-01-27,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0125
27,1980-01-28,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625
28,1980-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1980-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0125
30,1980-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.11875
31,1980-02-01,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
32,1980-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0125
33,1980-02-03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625
34,1980-02-04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125
35,1980-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.04375
36,1980-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0375
37,1980-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0375
38,1980-02-08,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.09375
39,1980-02-09,0.0,0.0,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.09999999999999999
40,1980-02-10,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0625
41,1980-02-11,0.1,1.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.3125
42,1980-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0625
43,1980-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05
44,1980-02-14,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.05
45,1980-02-15,0.4,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1875
46,1980-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1980-02-17,14.0,25.0,16.0,4.4,5.3,4.2,3.6,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9125
48,1980-02-18,6.5,7.9,5.7,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475
49,1980-02-19,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625
50,1980-02-20,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625
51,1980-02-21,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.5,13.2,0.0,0.0,0.0,1.0,1.0687499999999999
52,1980-02-22,0.0,0.6,2.5,0.9,7.1,5.6,9.3,0.0,0.0,8.1,11.1,1.8,13.8,5.8,3.7,4.5,4.675
53,1980-02-23,4.0,9.5,10.1,6.2,4.2,5.6,12.2,7.0,2.7,6.1,10.3,0.0,0.8,5.5,5.1,2.2,5.718749999999999
54,1980-02-24,0.0,4.1,4.0,0.1,0.0,0.2,1.5,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.2,7.6,1.25
55,1980-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1980-02-26,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018750000000000003
57,1980-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0625
58,1980-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1980-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1980-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1980-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1980-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0125
63,1980-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1980-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1980-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1980-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1980-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1980-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1980-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1980-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1980-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,1980-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1980-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03125
74,1980-03-15,0.0,0.1,4.5,2.4,0.7,5.3,9.6,10.6,2.9,26.6,28.8,28.7,26.8,27.1,6.2,7.4,11.73125
75,1980-03-16,0.0,0.5,0.1,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.8,0.1,0.0,0.4,0.4,1.4,0.29374999999999996
76,1980-03-17,3.4,8.7,15.5,8.6,13.5,13.2,11.2,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1625000000000005
77,1980-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0125
78,1980-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1980-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1980-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1980-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1980-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1980-03-24,7.8,44.6,72.3,26.7,15.8,44.3,32.5,23.0,40.5,34.5,18.5,27.8,25.7,40.0,12.7,14.5,30.075
84,1980-03-25,0.8,15.6,2.8,0.2,0.0,0.8,2.3,0.0,1.6,0.0,0.0,0.0,0.0,15.8,3.4,1.7,2.8125000000000004
85,1980-03-26,1.3,1.3,1.8,0.8,1.0,0.0,0.1,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,1.3,0.64375
86,1980-03-27,5.2,5.3,2.6,3.1,3.0,3.2,3.3,17.7,2.5,15.0,1.2,0.8,0.3,2.7,0.5,0.5,4.1812499999999995
87,1980-03-28,0.0,0.0,0.4,0.0,2.5,0.4,0.5,1.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.36875
88,1980-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0125
89,1980-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1980-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.04375
91,1980-04-01,0.0,81.0,40.8,20.6,31.2,37.2,38.0,0.6,13.7,86.5,36.8,85.1,64.6,51.2,47.9,62.2,43.587500000000006
92,1980-04-02,1.6,3.3,0.1,0.2,1.3,2.2,2.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999999
93,1980-04-03,0.0,0.0,0.0,4.6,6.1,9.2,7.8,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6125
94,1980-04-04,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.06875
95,1980-04-05,6.7,58.2,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30625
96,1980-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0125
97,1980-04-07,0.0,0.0,26.5,0.0,0.0,2.7,1.5,0.0,0.0,3.8,0.0,0.0,10.7,17.3,11.7,1.8,4.75
98,1980-04-08,0.0,0.0,0.0,30.0,2.9,0.1,0.0,9.2,5.5,0.0,0.0,0.0,0.5,0.5,2.6,0.3,3.225
99,1980-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.5,3.2,1.2,0.0,0.44375000000000003
100,1980-04-10,0.0,0.0,0.0,2.5,0.7,0.0,4.0,7.4,0.0,10.3,0.0,0.0,0.1,3.1,23.4,7.0,3.65625
101,1980-04-11,2.3,11.8,17.5,0.2,16.8,1.1,0.4,5.4,3.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,3.725
102,1980-04-12,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,3.6,8.2,3.2,3.2,8.0,10.4,5.5,2.64375
103,1980-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1980-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.03125
105,1980-04-15,0.0,7.4,0.0,4.5,2.2,6.5,3.7,1.2,3.2,15.4,3.0,3.8,2.1,3.2,9.8,3.0,4.3125
106,1980-04-16,9.2,16.6,8.4,2.9,13.0,23.9,24.1,20.2,8.4,12.5,12.0,4.7,7.7,8.3,0.8,1.8,10.90625
107,1980-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1980-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1980-04-19,5.0,16.0,13.5,0.5,0.0,2.6,1.1,7.3,0.0,0.6,2.9,1.5,0.6,5.5,2.3,0.0,3.7125
110,1980-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1980-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,2.3,1.0,0.5,1.2,0.0,1.10625
112,1980-04-22,0.0,0.0,0.0,7.6,3.6,4.9,6.1,1.1,4.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.7312500000000002
113,1980-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,1980-04-24,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
115,1980-04-25,0.0,0.5,0.3,0.4,2.9,19.2,29.7,15.6,9.5,27.7,14.9,18.5,17.0,14.6,10.8,9.0,11.9125
116,1980-04-26,0.0,0.1,0.0,0.6,3.5,0.0,6.2,0.0,0.0,13.2,5.3,18.6,27.3,9.1,9.0,23.0,7.2437499999999995
117,1980-04-27,0.0,11.3,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3875
118,1980-04-28,0.0,4.7,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40625
119,1980-04-29,0.0,2.2,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24375000000000002
120,1980-04-30,0.0,0.0,0.0,10.2,0.4,11.4,7.9,3.6,0.0,2.0,2.4,2.3,3.6,4.2,0.0,0.0,3.0
121,1980-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1980-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,1980-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,1980-05-04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,19.9,0.0,1.0,4.2,1.2,2.2,15.5,19.3,12.1,4.718749999999999
125,1980-05-05,20.5,26.3,11.3,44.5,4.7,20.3,28.7,12.0,2.6,45.7,37.6,38.6,33.5,66.8,48.1,15.0,28.5125
126,1980-05-06,21.5,8.9,36.1,26.5,3.9,23.1,21.3,19.3,4.5,17.2,14.2,16.8,16.7,14.0,3.1,4.9,15.75
127,1980-05-07,8.2,7.0,6.3,0.0,0.0,1.1,0.1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56875
128,1980-05-08,0.2,2.0,5.6,3.5,1.0,0.7,3.9,0.0,6.5,12.5,3.6,5.6,0.5,1.2,2.5,1.0,3.1437500000000003
129,1980-05-09,18.7,8.4,25.0,10.9,12.7,17.3,20.7,5.2,26.4,12.2,0.0,4.2,0.0,0.2,1.1,0.0,10.187499999999998
130,1980-05-10,2.3,0.3,0.0,8.2,11.5,12.1,8.9,23.8,5.1,14.2,1.7,7.7,0.0,1.6,1.1,0.0,6.156249999999999
131,1980-05-11,18.1,21.6,56.7,23.7,0.0,5.8,18.4,0.0,0.2,1.3,5.3,0.4,1.0,0.6,0.0,0.0,9.568750000000001
132,1980-05-12,0.0,0.4,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41875
133,1980-05-13,0.0,1.5,0.2,7.2,6.4,8.5,4.0,8.4,0.3,1.6,0.4,1.5,0.0,1.0,0.0,0.0,2.5625
134,1980-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,1980-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,12.5,0.91875
136,1980-05-16,1.9,16.9,2.8,6.8,0.0,0.3,1.0,8.3,0.6,0.0,11.4,0.0,0.0,13.2,14.9,36.0,7.1312500000000005
137,1980-05-17,0.0,11.6,3.0,6.9,0.6,20.5,17.9,20.8,25.0,9.4,2.0,18.0,3.5,22.7,9.6,22.8,12.143749999999999
138,1980-05-18,0.0,78.2,77.8,41.7,0.0,1.5,6.3,0.2,0.5,22.0,5.4,12.0,1.5,2.8,39.3,1.0,18.1375
139,1980-05-19,22.4,12.1,11.8,7.6,57.5,6.5,0.3,4.4,21.2,1.8,0.0,1.5,1.7,0.5,25.7,2.1,11.06875
140,1980-05-20,0.0,0.9,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,21.0,1.65625
141,1980-05-21,0.5,1.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
142,1980-05-22,0.0,0.0,0.0,0.0,0.2,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125
143,1980-05-23,3.0,1.0,0.0,0.0,8.3,2.3,4.4,4.0,0.0,0.0,0.0,1.7,0.2,0.3,1.4,1.1,1.73125
144,1980-05-24,21.0,21.0,22.9,9.9,4.5,11.0,9.9,1.9,12.0,5.4,1.3,0.3,13.2,9.3,2.3,0.0,9.118750000000002
145,1980-05-25,18.8,16.5,23.4,24.6,34.7,9.2,12.9,22.8,18.2,6.4,2.6,6.5,0.2,18.0,0.1,0.5,13.462499999999999
146,1980-05-26,10.4,28.1,63.1,14.2,0.0,19.3,12.7,14.8,45.0,21.0,17.6,9.9,0.9,7.1,1.7,30.7,18.531249999999996
147,1980-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.018750000000000003
148,1980-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625
149,1980-05-29,0.0,3.5,0.0,0.0,1.0,0.0,0.9,0.1,1.0,0.0,3.4,0.2,0.0,0.0,0.0,0.0,0.63125
150,1980-05-30,3.1,0.2,1.9,0.0,0.4,3.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64375
151,1980-05-31,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
152,1980-06-01,7.4,4.2,4.7,4.2,0.0,0.0,0.3,1.6,13.5,1.6,21.6,15.2,6.6,0.0,0.0,0.0,5.05625
153,1980-06-02,2.3,6.1,3.1,0.1,3.1,0.0,1.0,9.5,1.1,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.7062499999999998
154,1980-06-03,0.6,1.3,0.0,5.9,0.2,6.4,10.9,9.3,3.2,0.4,0.7,1.4,0.3,0.8,0.1,0.7,2.6375
155,1980-06-04,0.0,0.6,0.1,0.4,0.0,0.0,0.1,0.0,0.0,2.6,19.4,17.8,10.2,3.2,3.8,1.1,3.7062500000000003
156,1980-06-05,12.3,2.7,2.2,9.5,1.5,0.8,0.4,0.9,0.0,6.1,2.4,3.6,7.7,11.8,18.6,7.1,5.475
157,1980-06-06,1.9,1.5,1.8,4.9,3.9,1.7,0.8,4.9,0.0,0.9,7.0,0.5,0.0,0.0,2.4,0.3,2.0312499999999996
158,1980-06-07,0.3,0.7,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.10625000000000001
159,1980-06-08,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.2,3.7,7.8,1.025
160,1980-06-09,36.2,65.3,11.4,51.0,8.7,1.0,0.5,3.1,26.0,5.8,3.4,0.2,0.0,0.0,0.3,0.3,13.325000000000001
161,1980-06-10,0.0,11.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.0,0.1,0.0,0.0,0.9375
162,1980-06-11,0.1,3.5,27.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0125
163,1980-06-12,0.0,4.4,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,6.9,1.0437500000000002
164,1980-06-13,43.2,74.4,26.7,42.1,62.1,75.9,46.5,4.6,169.9,28.4,18.9,36.0,2.3,0.3,4.9,5.6,40.11249999999999
165,1980-06-14,9.5,25.5,14.5,15.8,1.0,24.6,18.8,16.4,8.4,13.7,5.2,7.9,24.8,6.5,53.2,57.4,18.95
166,1980-06-15,18.5,19.7,39.4,7.2,15.3,17.2,26.6,4.0,8.6,56.5,23.7,19.9,9.7,13.3,12.6,4.9,18.568749999999998
167,1980-06-16,16.7,5.8,12.3,19.4,3.5,1.7,7.5,25.3,19.5,2.6,0.0,0.0,2.6,0.0,0.0,0.0,7.3062499999999995
168,1980-06-17,0.1,0.5,0.0,3.7,1.7,0.3,19.5,0.2,2.1,0.0,0.0,3.0,2.6,0.6,0.8,0.7,2.2375000000000003
169,1980-06-18,14.0,8.2,2.9,7.0,0.7,0.9,0.5,0.1,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,2.3562499999999997
170,1980-06-19,1.2,0.0,2.9,8.2,0.0,0.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.7,3.0,1.45
171,1980-06-20,0.7,0.0,5.0,0.2,1.5,12.8,21.6,0.0,1.3,4.0,3.3,5.5,1.2,13.5,18.7,23.3,7.0375
172,1980-06-21,0.0,0.0,0.0,0.3,0.0,0.3,0.5,0.0,0.0,0.0,2.0,0.0,0.0,17.0,1.3,0.6,1.3750000000000002
173,1980-06-22,0.0,0.5,0.0,1.2,0.0,7.0,8.3,0.8,1.0,1.3,11.9,0.2,0.0,0.6,0.0,0.0,2.0500000000000003
